work_mode,burnout_score
Hybrid,8.0
Remote,5.9
Remote,4.4
Hybrid,4.0
Remote,0.2
Remote,3.2
Remote,6.4
Remote,3.2
On-site,6.4
Hybrid,5.8
On-site,3.4
Remote,8.7
Hybrid,2.6
On-site,4.1
Remote,2.9
Hybrid,9.0
On-site,8.7
Hybrid,7.2
Remote,7.0
Hybrid,0.2
Hybrid,9.1
On-site,9.7
On-site,3.8
On-site,3.8
Remote,7.2
Remote,2.0
Hybrid,7.4
Hybrid,10.0
Remote,5.3
Hybrid,5.0
Hybrid,2.9
On-site,1.4
Hybrid,7.2
Hybrid,6.7
Remote,3.3
Remote,5.7
On-site,9.3
On-site,0.0
Hybrid,4.1
Hybrid,7.1
Hybrid,5.9
Hybrid,3.1
On-site,10.0
Remote,1.6
Remote,7.2
Remote,4.3
Hybrid,9.9
Hybrid,6.8
Remote,2.8
Remote,10.0
Hybrid,4.8
Hybrid,5.1
Remote,4.0
Hybrid,1.6
Remote,6.2
On-site,7.0
On-site,5.0
Hybrid,5.9
Remote,7.0
Remote,7.9
On-site,7.2
Hybrid,0.0
Hybrid,3.9
Hybrid,5.0
Hybrid,0.2
On-site,5.7
Hybrid,5.1
Hybrid,2.4
Hybrid,6.2
Remote,3.6
Remote,8.4
Hybrid,1.9
On-site,6.8
Hybrid,8.7
Remote,5.6
Hybrid,5.1
Remote,0.3
Remote,0.5
On-site,9.1
On-site,4.7
Hybrid,0.7
Hybrid,8.6
Remote,2.7
Hybrid,8.6
Hybrid,0.0
Hybrid,3.1
Remote,3.5
Remote,10.0
Remote,6.3
Hybrid,8.1
On-site,3.6
Hybrid,2.4
Hybrid,7.0
On-site,6.1
Hybrid,2.4
Hybrid,5.2
Hybrid,7.2
Hybrid,5.8
On-site,6.1
Remote,9.7
Hybrid,5.7
Remote,0.2
Remote,6.6
Remote,4.8
On-site,3.5
Remote,8.2
Hybrid,6.0
Remote,6.4
Hybrid,6.0
Hybrid,7.0
Hybrid,5.7
Remote,1.9
Remote,4.7
Hybrid,7.4
Remote,6.5
Remote,8.3
Hybrid,5.8
Hybrid,5.0
Hybrid,0.0
Remote,2.9
Hybrid,2.8
Remote,1.5
Hybrid,0.2
Remote,10.0
Remote,5.7
Hybrid,2.6
On-site,4.8
Remote,5.0
Remote,6.5
Remote,3.3
Hybrid,3.9
Hybrid,6.7
On-site,4.2
Hybrid,0.2
Hybrid,10.0
Hybrid,7.7
Remote,7.1
Remote,4.3
Hybrid,4.9
On-site,4.6
On-site,4.8
Hybrid,2.7
Remote,4.9
Remote,10.0
Hybrid,10.0
Hybrid,0.0
Hybrid,10.0
Remote,7.1
Remote,9.5
On-site,3.1
Hybrid,0.5
On-site,5.8
On-site,3.1
Hybrid,8.4
On-site,2.7
Hybrid,2.2
On-site,7.9
Hybrid,5.9
Hybrid,6.6
Hybrid,7.6
Hybrid,2.3
Remote,4.0
Hybrid,10.0
Remote,10.0
Hybrid,5.6
On-site,4.0
Remote,3.0
Hybrid,0.0
Remote,0.0
Hybrid,5.4
On-site,5.3
Remote,6.6
Hybrid,2.8
Hybrid,3.1
Hybrid,8.5
Hybrid,5.8
Hybrid,0.0
Remote,7.1
Remote,5.9
Remote,9.2
Remote,8.8
Hybrid,7.2
Remote,0.4
Hybrid,5.2
Remote,4.1
Remote,6.6
Hybrid,9.7
On-site,1.0
On-site,3.6
Remote,3.9
Remote,2.5
Remote,9.0
Hybrid,7.1
Hybrid,6.6
Remote,6.2
Hybrid,4.1
Hybrid,3.1
Remote,5.6
Hybrid,8.4
On-site,8.5
Hybrid,10.0
Remote,3.4
Hybrid,1.3
Remote,8.6
Remote,8.9
Remote,6.8
On-site,5.1
Remote,3.9
Hybrid,4.8
Remote,3.9
Remote,2.1
Remote,5.3
On-site,7.9
On-site,0.0
Remote,5.4
Hybrid,7.6
On-site,4.2
Remote,2.3
On-site,4.8
Hybrid,3.9
Remote,5.8
Hybrid,6.2
On-site,6.2
Hybrid,4.4
Hybrid,10.0
On-site,4.7
On-site,3.9
Remote,2.7
Hybrid,9.7
On-site,6.5
On-site,8.6
On-site,5.4
Remote,6.0
Remote,4.4
Remote,3.8
On-site,5.3
Remote,3.3
Hybrid,7.8
Hybrid,6.6
On-site,3.4
Remote,7.4
Hybrid,6.6
Hybrid,8.6
On-site,6.6
Remote,4.4
Hybrid,0.2
Remote,3.4
On-site,4.4
Hybrid,6.9
Hybrid,8.7
On-site,4.6
Hybrid,9.5
On-site,4.2
Remote,1.8
Remote,2.8
Hybrid,3.8
On-site,8.6
Remote,6.7
Hybrid,4.6
Hybrid,9.4
Remote,7.0
Hybrid,10.0
Remote,6.5
Hybrid,3.9
On-site,2.8
Remote,4.4
Hybrid,0.3
Hybrid,8.5
On-site,2.0
Hybrid,5.8
Hybrid,6.8
On-site,6.4
On-site,4.7
On-site,4.8
Remote,4.8
Hybrid,4.8
On-site,6.6
Hybrid,3.9
On-site,1.9
Remote,5.8
Hybrid,3.1
Remote,7.9
Hybrid,1.7
Hybrid,0.9
Remote,3.8
Remote,2.7
Hybrid,5.3
Hybrid,6.7
Hybrid,5.5
Remote,4.8
On-site,6.2
Remote,2.6
On-site,2.3
On-site,5.0
On-site,10.0
On-site,2.4
Remote,2.1
Remote,6.9
Remote,6.2
Hybrid,7.9
Remote,6.9
On-site,3.0
Remote,8.9
Remote,5.5
Remote,7.3
Hybrid,10.0
Hybrid,2.0
Remote,6.7
On-site,4.8
Remote,8.0
Remote,2.6
Remote,2.6
Hybrid,3.2
On-site,5.9
Remote,1.8
On-site,7.3
Remote,7.0
Hybrid,10.0
Remote,2.1
On-site,4.6
Hybrid,1.0
On-site,5.1
Hybrid,6.8
Hybrid,10.0
On-site,6.7
Hybrid,6.8
On-site,9.9
Remote,5.8
Hybrid,6.9
On-site,8.1
Remote,5.6
Remote,2.4
Hybrid,3.9
Hybrid,4.4
Hybrid,2.5
Hybrid,4.3
Remote,6.9
Remote,7.3
Hybrid,3.6
Remote,0.0
Remote,3.8
Remote,4.2
Remote,7.6
Hybrid,8.0
Hybrid,10.0
Hybrid,4.7
Hybrid,2.0
Hybrid,6.3
Hybrid,7.1
Hybrid,7.9
Hybrid,6.7
On-site,5.0
Hybrid,4.3
Remote,0.1
Hybrid,2.8
Hybrid,0.0
Hybrid,8.8
Remote,1.3
Hybrid,3.0
Remote,4.4
Remote,4.6
On-site,6.6
Hybrid,3.3
Remote,10.0
Hybrid,8.6
Remote,2.4
Hybrid,6.8
On-site,2.5
On-site,4.0
Hybrid,3.7
On-site,2.4
Remote,2.3
On-site,5.3
Hybrid,8.8
Hybrid,10.0
Hybrid,10.0
Hybrid,1.9
Remote,9.9
On-site,5.5
On-site,0.0
Hybrid,7.3
Remote,8.0
Remote,7.9
On-site,5.5
Remote,9.2
Hybrid,5.5
Hybrid,2.6
Remote,7.5
On-site,6.2
On-site,0.0
Remote,4.2
On-site,3.5
On-site,7.8
Hybrid,4.0
Hybrid,1.0
Hybrid,0.0
Remote,6.6
Remote,4.7
Hybrid,6.6
Hybrid,7.3
Hybrid,0.4
Hybrid,3.6
On-site,6.3
Hybrid,6.6
On-site,6.8
On-site,1.8
Hybrid,3.2
Hybrid,5.2
On-site,4.1
Hybrid,5.4
Hybrid,3.9
Hybrid,7.8
Remote,2.0
Remote,3.5
Hybrid,7.1
Remote,5.0
Hybrid,7.9
On-site,3.1
Remote,7.9
Hybrid,2.6
Hybrid,10.0
Hybrid,8.4
Hybrid,5.9
Hybrid,5.6
Remote,2.9
Hybrid,6.6
Remote,4.1
Remote,8.0
Remote,6.9
On-site,9.4
Hybrid,9.5
Hybrid,9.8
Remote,6.9
Remote,7.9
Remote,3.0
On-site,2.1
Remote,4.3
Remote,9.7
Remote,4.6
Remote,9.8
On-site,1.5
Hybrid,6.2
On-site,2.4
Hybrid,6.8
Remote,3.1
On-site,4.9
Remote,10.0
On-site,1.6
On-site,10.0
On-site,5.9
Hybrid,2.4
Hybrid,8.6
Remote,10.0
Hybrid,4.6
On-site,2.3
Hybrid,10.0
Remote,4.8
Hybrid,4.7
Hybrid,3.1
Remote,6.0
Hybrid,5.5
Hybrid,3.1
Remote,10.0
Hybrid,9.9
Hybrid,7.7
Remote,5.8
Remote,3.7
Hybrid,6.4
Hybrid,5.7
Remote,6.9
Remote,7.0
Hybrid,6.7
Hybrid,4.3
Remote,5.1
Hybrid,8.0
Remote,7.5
Hybrid,0.9
Hybrid,5.2
Hybrid,8.4
Remote,3.5
Remote,4.8
On-site,5.0
On-site,1.0
Hybrid,7.2
Hybrid,4.5
Remote,10.0
Remote,4.6
Hybrid,7.5
On-site,3.0
Hybrid,7.7
Remote,7.4
Hybrid,4.1
On-site,8.7
Hybrid,1.3
Remote,4.5
On-site,4.9
Hybrid,9.2
Hybrid,9.2
On-site,4.4
Hybrid,5.9
Hybrid,2.3
Remote,5.5
Remote,3.0
Hybrid,4.6
Remote,4.2
Hybrid,6.6
Remote,6.9
Hybrid,7.7
On-site,6.8
Hybrid,4.9
Hybrid,2.0
Remote,8.6
Hybrid,8.2
On-site,0.5
On-site,3.8
Hybrid,7.3
Remote,8.1
Remote,1.5
Remote,3.4
Remote,5.8
Remote,3.9
Remote,3.2
Hybrid,6.7
Remote,5.9
Hybrid,1.7
Remote,8.7
Remote,2.5
On-site,9.0
Hybrid,8.0
Remote,1.3
On-site,4.8
Remote,3.8
Hybrid,2.0
Remote,0.0
Hybrid,2.7
Hybrid,6.2
Remote,5.7
On-site,4.7
Remote,4.1
On-site,5.8
On-site,6.8
Hybrid,2.6
Hybrid,7.6
On-site,0.0
Remote,4.9
On-site,6.8
On-site,4.9
Hybrid,5.3
Remote,7.1
On-site,1.6
Remote,9.4
Hybrid,6.1
Remote,5.2
Hybrid,7.5
On-site,1.0
Hybrid,2.7
Remote,8.8
Remote,4.4
Remote,2.4
Remote,6.8
Hybrid,0.0
Remote,5.3
Remote,7.7
On-site,1.2
Remote,7.1
Remote,4.8
Hybrid,7.5
Hybrid,8.2
Remote,8.1
Hybrid,9.3
On-site,2.8
On-site,10.0
Hybrid,0.9
On-site,3.6
Remote,7.0
Hybrid,10.0
Remote,8.6
Remote,4.2
On-site,6.5
Remote,5.7
Remote,4.1
Remote,5.6
Hybrid,6.2
Remote,3.1
On-site,2.9
On-site,4.5
Remote,6.8
Remote,2.3
Remote,8.1
Remote,2.5
Hybrid,6.2
On-site,10.0
Remote,6.4
Remote,5.5
On-site,4.0
Hybrid,3.3
Remote,6.9
Remote,4.6
On-site,0.2
On-site,4.4
Remote,4.0
Remote,8.2
On-site,4.0
On-site,5.7
On-site,5.3
Hybrid,6.0
Remote,7.1
Hybrid,3.5
Hybrid,2.9
Remote,6.5
On-site,6.2
Hybrid,6.3
Remote,9.9
On-site,7.4
Hybrid,6.6
Remote,10.0
Remote,7.8
Remote,6.1
Remote,4.2
On-site,4.6
Remote,3.2
Remote,0.6
Hybrid,4.0
On-site,2.2
Remote,2.5
Remote,7.5
On-site,6.8
On-site,7.5
Hybrid,5.4
Remote,1.6
Hybrid,7.9
On-site,4.9
On-site,4.9
Remote,5.2
Remote,2.6
Remote,1.5
Hybrid,7.0
Remote,6.3
Hybrid,1.3
Remote,3.2
Remote,6.2
On-site,3.1
On-site,7.9
On-site,5.3
On-site,2.8
On-site,4.5
Remote,6.6
Remote,4.9
Remote,5.1
Hybrid,5.1
Hybrid,10.0
On-site,5.1
Hybrid,4.9
Remote,10.0
Hybrid,2.8
Hybrid,0.0
Hybrid,4.5
On-site,7.9
Hybrid,8.7
On-site,4.8
Remote,5.2
On-site,5.4
Hybrid,6.4
Hybrid,4.4
Remote,1.6
On-site,6.0
On-site,5.9
Hybrid,10.0
Hybrid,2.2
Hybrid,4.6
Remote,5.8
Hybrid,7.9
Hybrid,2.4
Remote,8.9
On-site,1.2
Remote,10.0
Remote,5.6
Hybrid,6.7
Hybrid,0.2
On-site,9.0
Remote,8.0
Hybrid,4.1
Hybrid,8.7
Hybrid,3.0
Hybrid,3.5
On-site,8.5
Hybrid,7.6
Hybrid,9.4
Hybrid,8.6
On-site,6.2
Remote,3.8
Remote,7.9
On-site,8.4
Hybrid,4.5
On-site,4.1
On-site,7.0
Remote,3.0
Hybrid,5.0
Remote,3.0
On-site,2.2
Hybrid,2.5
On-site,6.1
Remote,6.9
Remote,1.2
On-site,6.0
Hybrid,5.7
Remote,6.0
Remote,2.7
Hybrid,3.2
Hybrid,2.9
Remote,3.3
On-site,5.1
On-site,7.1
Hybrid,4.8
On-site,7.7
Remote,8.4
On-site,6.9
Hybrid,2.4
On-site,2.9
Hybrid,8.0
Hybrid,4.4
Remote,7.0
Hybrid,10.0
On-site,6.1
Hybrid,3.4
Remote,9.9
Hybrid,5.2
Hybrid,7.7
Hybrid,10.0
Hybrid,4.7
Hybrid,10.0
Hybrid,5.7
On-site,9.0
Hybrid,7.8
Hybrid,9.5
Hybrid,4.6
Remote,2.2
Hybrid,1.9
Remote,5.5
Remote,5.5
Remote,6.8
Hybrid,9.9
Hybrid,9.6
On-site,8.4
Remote,4.4
On-site,7.9
Hybrid,8.6
Remote,9.6
On-site,2.3
Hybrid,10.0
Remote,2.9
Hybrid,9.1
Remote,6.7
On-site,2.8
Remote,5.1
Hybrid,6.4
Remote,0.3
On-site,7.4
On-site,2.3
Remote,5.4
Hybrid,3.1
Remote,0.2
Hybrid,4.0
Remote,0.2
Hybrid,5.8
Remote,0.2
Remote,7.3
On-site,5.5
On-site,3.9
Remote,7.0
Remote,4.6
On-site,3.0
Remote,2.8
On-site,6.8
Hybrid,6.7
On-site,5.2
Remote,4.6
Hybrid,5.9
Hybrid,3.1
Hybrid,6.6
Remote,7.0
On-site,2.6
Hybrid,0.0
Hybrid,8.1
Remote,4.7
Hybrid,9.5
Hybrid,4.4
Hybrid,0.0
On-site,2.4
Hybrid,5.3
Remote,4.0
Hybrid,7.1
Hybrid,8.1
Hybrid,7.9
Hybrid,6.0
Hybrid,5.3
Remote,4.3
Hybrid,7.1
Hybrid,3.7
Hybrid,5.2
On-site,3.8
On-site,8.2
Remote,10.0
Remote,1.6
Hybrid,5.9
Hybrid,2.7
Remote,1.9
Remote,5.8
Hybrid,10.0
Remote,6.9
Hybrid,3.9
Hybrid,3.4
Hybrid,4.4
Remote,9.6
On-site,10.0
Hybrid,7.6
Hybrid,9.9
On-site,8.1
On-site,4.8
On-site,7.1
Hybrid,4.4
On-site,5.4
Hybrid,4.9
Hybrid,2.2
On-site,0.2
Hybrid,8.3
Hybrid,2.8
Hybrid,7.8
Remote,1.4
Remote,10.0
Remote,6.1
Hybrid,3.5
On-site,0.0
Hybrid,7.4
On-site,3.6
Hybrid,4.7
Hybrid,5.0
Remote,4.2
On-site,4.0
Hybrid,5.6
On-site,6.7
Remote,4.3
On-site,3.4
Hybrid,9.0
Remote,8.6
On-site,6.5
Hybrid,3.7
Remote,6.7
Remote,6.7
On-site,7.9
Remote,6.2
Remote,3.8
Remote,2.1
Remote,3.7
On-site,7.0
Remote,8.9
Hybrid,10.0
Hybrid,8.1
Hybrid,3.3
Hybrid,6.5
Remote,4.1
Hybrid,5.3
Remote,4.4
Hybrid,8.3
Hybrid,0.6
Remote,7.8
Hybrid,0.9
Hybrid,8.7
On-site,7.6
Hybrid,9.6
Remote,4.1
Remote,7.7
Remote,6.0
Hybrid,3.6
Hybrid,5.0
Remote,6.5
Hybrid,3.5
Hybrid,2.8
On-site,4.1
Remote,3.2
On-site,6.3
Remote,5.9
Hybrid,2.0
Remote,3.8
Hybrid,0.2
Remote,7.5
Hybrid,8.3
Remote,4.0
On-site,5.7
Hybrid,3.5
On-site,3.0
On-site,4.6
Hybrid,2.8
Remote,2.2
Hybrid,4.0
Remote,5.7
On-site,5.4
Remote,5.2
Remote,4.9
Remote,9.4
On-site,8.2
Hybrid,4.0
Remote,3.1
Hybrid,7.3
Remote,3.4
Hybrid,9.4
Hybrid,5.6
Remote,10.0
Hybrid,7.4
On-site,1.7
Hybrid,6.1
Hybrid,3.3
Hybrid,2.0
Hybrid,5.0
On-site,4.2
Remote,3.9
Remote,5.8
Hybrid,5.3
On-site,5.6
On-site,8.3
Remote,7.4
Remote,8.0
Remote,5.3
Hybrid,2.3
On-site,5.2
On-site,9.1
Hybrid,5.1
Remote,7.6
On-site,7.0
On-site,5.6
Hybrid,6.4
Hybrid,8.7
Remote,3.8
Hybrid,5.5
On-site,5.1
On-site,3.5
On-site,6.9
Remote,9.9
Hybrid,4.8
Remote,4.3
Hybrid,1.9
On-site,4.1
Hybrid,6.4
Hybrid,9.3
Hybrid,6.3
Hybrid,9.4
On-site,10.0
Remote,5.7
Hybrid,10.0
Hybrid,7.2
On-site,5.3
Remote,3.5
On-site,3.4
Hybrid,2.6
Hybrid,7.1
On-site,10.0
On-site,3.3
Hybrid,8.0
On-site,0.5
Remote,4.7
Remote,7.6
Remote,10.0
Remote,6.7
Hybrid,10.0
Remote,1.2
Hybrid,3.7
Remote,4.3
Hybrid,5.9
On-site,3.7
On-site,0.2
Remote,6.6
Remote,9.9
Remote,8.7
Hybrid,6.2
On-site,5.3
Hybrid,7.3
Hybrid,3.7
Hybrid,3.1
On-site,1.0
Hybrid,5.0
Remote,6.7
On-site,10.0
Hybrid,0.0
On-site,10.0
Remote,4.6
Hybrid,4.8
Hybrid,0.2
On-site,3.6
Remote,2.4
Remote,9.0
Hybrid,5.4
Remote,7.7
Hybrid,5.4
On-site,9.4
Hybrid,6.1
On-site,4.3
Hybrid,9.6
Remote,4.9
Hybrid,7.0
Remote,0.4
Hybrid,6.6
Hybrid,7.9
Hybrid,6.3
Hybrid,0.0
On-site,4.8
Hybrid,5.2
Hybrid,4.9
On-site,6.3
Hybrid,3.4
Remote,8.2
Remote,7.5
Remote,6.6
Remote,8.2
Hybrid,8.2
Hybrid,7.4
Remote,7.6
Remote,4.3
Remote,5.5
Hybrid,5.5
Hybrid,9.3
On-site,7.5
Remote,10.0
Hybrid,8.6
On-site,7.5
Hybrid,3.5
Hybrid,3.1
Hybrid,6.3
Hybrid,6.1
Hybrid,7.3
On-site,6.6
Hybrid,3.6
Hybrid,0.6
Remote,2.5
Hybrid,9.2
On-site,5.0
On-site,6.7
On-site,6.9
Hybrid,10.0
Remote,4.5
Hybrid,7.7
Hybrid,7.4
Hybrid,0.2
Hybrid,5.5
Remote,4.1
Remote,7.4
Remote,4.6
On-site,3.6
On-site,9.9
Remote,6.4
Hybrid,7.3
Hybrid,9.0
Hybrid,6.3
Hybrid,5.5
Hybrid,1.5
Hybrid,6.3
Hybrid,5.0
Hybrid,3.6
On-site,2.6
Hybrid,2.4
Hybrid,7.2
Remote,4.5
Hybrid,5.2
Remote,4.4
Hybrid,10.0
Hybrid,8.5
On-site,5.8
Hybrid,1.7
Remote,4.9
Hybrid,9.2
On-site,8.6
On-site,2.9
Remote,2.0
Hybrid,10.0
Hybrid,6.5
Hybrid,1.7
Remote,7.0
Remote,4.9
Hybrid,1.3
Hybrid,1.2
On-site,1.8
Hybrid,6.5
On-site,0.0
Remote,3.2
Hybrid,6.1
Remote,2.4
On-site,7.5
Hybrid,2.8
Remote,4.2
On-site,6.4
Hybrid,8.2
Remote,0.1
Remote,7.6
Hybrid,3.5
Hybrid,4.8
Remote,1.7
Remote,6.6
Remote,9.9
Hybrid,4.8
Remote,8.8
Remote,7.7
On-site,9.8
Remote,7.0
Remote,4.6
Hybrid,4.9
Hybrid,4.7
Hybrid,9.1
On-site,6.7
Hybrid,5.1
Hybrid,3.4
Remote,7.2
On-site,7.9
Remote,7.3
On-site,8.8
Remote,10.0
Remote,7.0
Remote,5.9
Remote,4.9
On-site,10.0
Hybrid,1.8
Hybrid,3.6
Remote,3.2
Remote,8.7
On-site,4.2
Remote,2.2
Hybrid,9.2
Hybrid,3.8
On-site,5.7
On-site,4.9
Hybrid,1.8
Hybrid,7.0
Hybrid,2.1
Hybrid,0.8
Hybrid,7.7
Hybrid,10.0
Hybrid,2.2
On-site,6.0
On-site,5.0
Remote,7.7
Remote,8.4
On-site,8.1
Hybrid,5.5
Hybrid,2.0
Remote,6.8
Hybrid,8.1
On-site,4.6
On-site,5.8
On-site,7.0
Hybrid,5.1
On-site,6.4
On-site,4.8
Remote,6.1
Hybrid,3.7
Hybrid,2.9
Remote,2.3
Remote,4.4
Hybrid,3.6
Remote,7.3
On-site,4.7
On-site,2.0
Remote,1.2
Hybrid,7.8
Remote,3.2
On-site,7.1
Remote,0.0
On-site,5.2
Hybrid,6.5
Remote,3.2
Hybrid,3.5
Hybrid,1.4
Remote,8.2
Remote,10.0
On-site,8.2
Hybrid,4.9
Hybrid,4.9
Hybrid,5.4
Hybrid,9.9
Hybrid,4.8
Hybrid,9.3
Remote,5.1
On-site,7.0
Hybrid,8.6
Remote,7.1
Remote,4.4
Hybrid,6.4
On-site,7.1
Hybrid,4.3
On-site,10.0
Remote,5.0
Remote,6.3
On-site,4.6
Hybrid,6.4
Remote,7.5
Remote,8.1
Hybrid,5.6
Hybrid,9.7
Remote,10.0
Remote,8.1
Remote,4.6
Remote,5.3
Hybrid,10.0
Hybrid,8.4
On-site,5.5
Remote,8.6
On-site,2.8
Hybrid,1.8
Remote,2.6
Hybrid,3.1
Hybrid,10.0
Hybrid,2.6
Remote,4.4
Hybrid,3.4
Remote,6.9
Hybrid,2.8
Remote,6.1
Hybrid,5.0
Remote,8.5
Remote,5.5
Remote,3.9
On-site,7.3
Hybrid,4.7
On-site,6.1
Remote,2.1
Hybrid,5.9
Remote,1.2
On-site,3.2
On-site,1.6
On-site,10.0
On-site,4.7
On-site,0.2
Remote,7.9
Remote,1.8
Remote,3.1
Hybrid,4.8
Hybrid,4.8
On-site,6.4
On-site,7.2
On-site,7.4
Hybrid,3.7
Hybrid,4.4
On-site,7.0
Remote,3.5
Remote,3.8
Hybrid,3.2
On-site,5.3
On-site,6.6
Hybrid,8.6
On-site,4.5
Hybrid,10.0
On-site,4.6
On-site,6.1
On-site,5.1
Remote,4.6
Remote,0.2
On-site,4.7
On-site,1.2
Remote,5.8
Remote,6.6
Remote,5.5
Hybrid,3.3
On-site,7.0
Hybrid,4.3
Hybrid,4.9
Remote,10.0
Remote,3.3
Hybrid,7.0
Remote,3.7
Remote,3.7
On-site,7.8
On-site,5.2
Remote,10.0
On-site,3.7
Remote,7.8
On-site,8.6
On-site,1.5
Remote,9.9
On-site,4.9
Remote,5.9
Remote,6.7
On-site,4.5
On-site,6.9
On-site,6.1
Remote,1.3
Remote,5.1
Remote,8.9
Remote,8.4
On-site,5.7
On-site,4.5
Remote,6.6
Remote,5.5
Hybrid,8.2
Remote,3.5
Remote,8.5
Remote,4.8
On-site,4.6
On-site,4.6
Hybrid,4.8
On-site,4.7
Remote,4.6
Remote,7.6
Hybrid,5.5
Hybrid,10.0
Remote,3.4
Hybrid,0.2
Hybrid,0.0
Remote,10.0
Hybrid,6.9
Hybrid,3.4
Remote,0.3
Hybrid,8.0
Hybrid,3.7
Remote,3.9
On-site,8.7
On-site,2.4
Hybrid,9.5
Remote,1.7
Remote,6.9
Hybrid,9.2
Remote,6.6
Hybrid,5.6
Remote,9.0
On-site,2.4
On-site,2.4
Hybrid,5.8
Hybrid,5.8
Hybrid,4.0
Remote,6.0
On-site,7.4
On-site,0.6
Remote,6.2
Hybrid,8.1
Hybrid,2.9
Hybrid,5.1
Remote,5.6
Hybrid,1.0
Remote,4.5
Remote,6.3
On-site,9.3
Remote,3.7
On-site,2.9
Remote,3.5
Remote,2.3
On-site,3.9
On-site,4.3
Hybrid,7.0
Hybrid,0.0
Remote,9.0
Remote,8.1
On-site,4.1
Hybrid,8.4
On-site,0.9
Remote,4.8
Hybrid,4.5
Hybrid,6.1
Remote,9.6
Remote,7.8
Hybrid,1.7
Hybrid,4.8
Hybrid,2.5
Remote,10.0
Hybrid,9.3
On-site,4.5
Hybrid,7.1
Hybrid,2.8
Remote,4.6
Hybrid,5.2
Hybrid,3.6
On-site,4.8
On-site,2.2
Remote,10.0
Remote,4.3
On-site,2.6
Hybrid,7.9
Hybrid,8.0
Remote,6.8
Hybrid,6.1
On-site,10.0
Remote,2.9
Remote,5.1
Hybrid,6.2
On-site,4.1
Hybrid,8.9
Hybrid,6.1
Remote,2.0
Hybrid,6.8
Remote,3.6
On-site,6.6
Remote,7.8
Hybrid,6.3
Remote,4.9
Hybrid,3.5
On-site,5.4
Hybrid,4.4
On-site,3.5
Remote,8.4
Hybrid,3.9
Hybrid,10.0
Remote,6.0
Remote,4.4
On-site,4.2
Hybrid,9.0
Hybrid,2.6
Hybrid,6.8
Remote,10.0
Remote,3.5
On-site,6.2
Hybrid,3.4
Hybrid,10.0
Remote,5.1
Hybrid,5.4
Hybrid,5.4
Remote,6.0
Remote,4.3
Hybrid,10.0
Hybrid,2.2
Hybrid,2.8
Hybrid,6.3
On-site,0.4
Hybrid,4.1
Hybrid,5.2
Hybrid,5.0
Hybrid,2.8
On-site,1.8
Remote,4.0
On-site,3.9
Remote,6.6
Remote,5.0
Remote,7.4
Remote,4.6
On-site,6.6
Hybrid,10.0
Hybrid,8.7
Remote,0.0
On-site,0.0
Hybrid,6.1
Remote,3.1
Hybrid,5.1
On-site,3.3
Hybrid,5.9
On-site,4.5
On-site,10.0
Hybrid,7.9
Hybrid,1.5
On-site,4.7
On-site,3.1
On-site,3.2
Hybrid,10.0
Remote,2.4
Hybrid,7.5
Hybrid,3.0
Remote,0.2
Remote,5.3
On-site,6.7
On-site,9.2
On-site,5.0
Hybrid,4.8
Remote,5.3
Remote,7.3
Remote,7.5
Hybrid,7.4
Remote,10.0
On-site,6.1
Remote,4.6
Remote,6.3
On-site,10.0
Hybrid,7.8
Hybrid,6.0
Remote,1.2
On-site,2.4
On-site,3.9
Remote,10.0
On-site,2.1
Remote,3.6
Remote,3.6
On-site,6.2
Hybrid,2.6
Hybrid,10.0
On-site,9.2
On-site,4.2
On-site,1.7
On-site,1.4
Hybrid,7.9
Remote,10.0
On-site,3.0
Remote,5.4
Hybrid,9.7
Remote,7.6
Hybrid,6.9
Hybrid,9.2
Hybrid,3.7
On-site,6.3
Hybrid,5.4
On-site,4.7
Remote,7.6
Remote,1.5
Hybrid,2.1
Hybrid,6.7
Remote,1.5
On-site,4.8
On-site,0.4
Hybrid,5.5
Hybrid,6.4
Remote,6.3
Remote,1.0
On-site,6.3
On-site,4.3
Hybrid,7.3
Hybrid,2.6
On-site,5.1
Remote,4.7
Hybrid,8.9
Remote,7.8
Hybrid,6.9
Remote,2.6
Remote,10.0
Hybrid,5.7
Remote,4.6
On-site,6.4
Remote,6.1
Remote,2.6
Remote,10.0
Hybrid,4.8
On-site,6.0
Remote,7.0
Remote,6.5
Remote,6.7
Hybrid,5.1
Hybrid,5.1
On-site,7.5
Remote,7.6
Remote,1.8
Hybrid,9.0
Remote,4.2
On-site,8.7
Hybrid,3.7
Hybrid,4.7
Hybrid,1.0
Hybrid,4.5
Hybrid,9.4
On-site,6.0
Remote,9.1
Hybrid,4.1
Hybrid,4.6
On-site,8.4
Hybrid,3.6
Hybrid,10.0
On-site,9.0
On-site,1.6
Remote,8.0
Remote,1.7
Hybrid,4.7
Hybrid,4.1
Remote,3.5
Remote,8.2
Remote,5.0
Remote,3.5
On-site,3.8
Hybrid,9.7
Remote,8.1
Hybrid,3.3
Remote,10.0
Hybrid,9.0
Hybrid,7.1
Remote,2.1
Remote,5.3
Remote,6.5
Hybrid,3.2
Remote,5.8
On-site,4.1
On-site,10.0
Hybrid,10.0
Remote,4.0
On-site,6.6
Remote,5.2
On-site,2.5
Remote,6.8
Remote,6.1
Hybrid,9.7
Hybrid,7.7
Hybrid,3.5
Hybrid,6.0
Hybrid,8.0
On-site,3.5
Remote,6.1
On-site,7.1
Remote,10.0
Hybrid,3.6
Remote,6.1
