stress_score,burnout_score,work_hours_per_week,sleep_hours_per_night,work_mode
8.5,7.5,47,6.0,Remote
1.8,0.5,43,6.7,Remote
7.1,3.3,46,6.6,Hybrid
8.7,8.1,45,5.7,Remote
9.7,6.7,53,6.7,Remote
6.6,4.5,42,7.4,Remote
7.3,4.0,42,4.8,On-site
7.8,5.4,45,4.0,Remote
9.3,10.0,52,4.7,Remote
9.9,7.0,54,7.5,Remote
8.0,5.0,39,6.4,On-site
7.0,5.8,47,5.9,Remote
4.3,3.4,48,6.8,On-site
9.1,8.9,42,5.5,Hybrid
5.8,3.1,46,7.6,Remote
3.7,4.8,51,6.2,Remote
3.3,0.9,44,6.6,Remote
10.0,9.1,55,7.0,Hybrid
7.3,5.5,48,6.5,On-site
7.1,4.2,41,6.8,Remote
9.1,4.7,49,7.1,Remote
7.6,6.3,35,5.4,Hybrid
7.5,4.9,45,5.5,Hybrid
8.6,7.2,46,5.3,Remote
2.2,1.2,45,6.4,On-site
7.9,6.6,51,5.0,Hybrid
9.2,5.8,45,5.5,On-site
4.8,2.9,38,5.8,Hybrid
7.9,8.4,54,6.0,On-site
10.0,8.8,53,6.1,Remote
2.6,1.2,43,6.8,On-site
10.0,10.0,50,6.8,Remote
7.3,6.7,47,6.1,Hybrid
9.3,6.8,42,5.4,Remote
7.4,3.3,45,6.3,On-site
7.2,5.2,54,6.0,Remote
7.5,5.1,42,6.9,Hybrid
8.8,7.0,48,6.0,Remote
6.0,2.9,38,5.6,Remote
10.0,10.0,52,4.6,On-site
7.6,5.2,45,7.1,Remote
4.4,2.0,42,7.4,Hybrid
7.5,6.2,49,6.0,Hybrid
6.1,4.7,45,4.3,On-site
10.0,7.6,51,5.8,On-site
2.1,0.7,46,5.7,Hybrid
5.9,6.7,55,6.0,Hybrid
4.4,3.8,53,5.5,On-site
2.0,0.6,47,6.0,On-site
9.5,10.0,45,4.9,Hybrid
8.3,6.0,46,5.9,Remote
7.6,9.8,61,3.7,Hybrid
7.8,4.9,51,5.7,Remote
8.9,4.4,44,4.9,Remote
6.8,5.2,47,5.9,Remote
7.9,5.6,43,5.8,Hybrid
10.0,8.8,60,5.5,Remote
7.6,4.1,42,5.2,Hybrid
8.0,5.5,44,5.3,On-site
7.7,7.0,45,6.3,Hybrid
7.1,4.2,43,8.7,Remote
10.0,10.0,43,6.1,Hybrid
6.2,5.1,54,6.7,On-site
7.3,6.2,42,4.6,Hybrid
2.2,1.8,50,5.7,On-site
7.2,9.1,48,5.1,Remote
6.2,4.5,44,6.0,Hybrid
10.0,10.0,51,5.0,Hybrid
10.0,9.2,54,6.6,On-site
4.6,2.5,44,6.3,Hybrid
5.7,3.9,38,6.7,On-site
10.0,10.0,51,5.6,Hybrid
7.8,6.0,54,7.1,On-site
8.1,7.2,39,6.0,On-site
10.0,10.0,54,6.5,Remote
6.4,3.3,45,6.3,Remote
6.7,4.2,42,6.5,Remote
10.0,7.3,53,6.2,Remote
5.8,5.8,44,5.8,On-site
10.0,9.6,48,4.9,Remote
10.0,8.9,49,5.9,Hybrid
6.5,5.2,50,5.5,On-site
10.0,10.0,46,6.6,Remote
7.7,6.0,43,5.8,Hybrid
6.2,6.1,48,5.9,On-site
8.8,8.3,51,5.0,On-site
9.5,6.1,52,6.5,Remote
7.5,6.4,55,7.8,Hybrid
7.1,3.4,50,7.6,Remote
7.1,7.7,50,4.9,On-site
3.3,2.7,58,7.5,Hybrid
7.3,4.2,50,7.2,Remote
7.8,7.5,51,5.9,Remote
7.2,6.2,42,6.4,Remote
5.4,4.1,45,7.4,Hybrid
4.0,0.6,42,6.3,On-site
8.7,7.1,41,6.2,Hybrid
7.0,4.8,51,8.0,Remote
5.4,4.1,42,5.7,Remote
8.2,8.0,60,5.7,Remote
7.3,6.4,57,5.0,Hybrid
10.0,10.0,57,5.6,Hybrid
8.9,6.2,45,5.8,Remote
6.5,4.3,49,6.4,Remote
6.0,6.0,43,5.8,Hybrid
8.8,6.0,45,5.9,On-site
7.3,6.1,54,5.9,Remote
9.2,8.0,54,6.3,Hybrid
7.1,6.8,47,6.2,Remote
7.1,5.9,50,6.0,Remote
2.4,0.0,51,7.1,On-site
3.9,1.2,46,6.5,On-site
8.6,9.0,50,7.1,Hybrid
10.0,9.5,58,7.3,On-site
3.6,0.4,45,6.3,On-site
9.4,7.5,45,6.6,On-site
4.2,1.0,41,5.1,Remote
6.0,5.7,46,7.2,On-site
3.3,2.0,40,7.6,On-site
9.3,7.5,42,5.6,Remote
4.1,3.0,48,6.3,Remote
6.4,4.5,47,5.4,Hybrid
4.4,3.9,49,5.8,Hybrid
3.9,2.5,45,5.1,Hybrid
10.0,10.0,53,5.8,Remote
9.7,9.5,54,6.8,Hybrid
7.5,5.1,43,6.3,On-site
7.8,3.8,45,6.4,Hybrid
7.4,6.1,41,6.9,On-site
10.0,5.0,44,6.0,Hybrid
6.4,7.3,55,5.6,Hybrid
9.9,5.1,49,7.1,Hybrid
5.8,3.3,47,7.5,Remote
6.9,5.0,49,6.8,Remote
7.3,4.6,47,5.3,Hybrid
10.0,10.0,55,5.2,Remote
2.2,0.6,46,7.3,Hybrid
8.4,6.1,53,5.4,On-site
6.3,4.7,53,8.4,Remote
4.0,3.3,50,6.2,Hybrid
4.6,1.4,44,7.3,Hybrid
6.6,4.1,45,7.9,Hybrid
3.0,2.2,50,6.4,Hybrid
2.6,0.0,47,7.2,Hybrid
9.7,6.9,52,6.5,On-site
7.5,3.7,51,5.5,Remote
6.1,5.6,52,7.0,On-site
8.6,6.7,50,6.9,Remote
10.0,7.9,48,7.0,Remote
4.6,2.2,48,4.8,Hybrid
5.9,4.3,45,6.4,Hybrid
8.3,8.2,53,4.2,Hybrid
10.0,8.3,48,6.0,Remote
10.0,9.3,53,6.2,Remote
3.7,0.0,40,9.2,On-site
6.9,6.1,48,5.4,Hybrid
5.6,5.3,47,5.6,Remote
6.3,4.6,48,6.1,Hybrid
8.4,5.3,39,6.0,Hybrid
3.7,0.0,35,5.5,Remote
5.1,1.5,48,7.4,Hybrid
8.3,7.1,47,5.0,Remote
7.9,2.5,45,6.8,Hybrid
6.9,6.1,41,5.2,Remote
6.0,2.7,43,5.9,Hybrid
7.5,6.8,47,6.8,Hybrid
2.3,2.9,46,8.1,Remote
7.8,7.1,49,5.8,Remote
5.7,3.0,40,5.9,Hybrid
6.6,3.6,45,6.9,Remote
7.9,6.4,46,7.6,Hybrid
9.7,9.1,49,5.8,Hybrid
7.1,7.8,50,5.4,Hybrid
9.4,7.3,43,6.9,Remote
7.0,4.4,55,7.7,Remote
8.0,7.9,41,4.5,Hybrid
5.6,3.2,45,7.3,Hybrid
7.5,6.0,44,7.3,Remote
8.6,6.6,49,5.8,On-site
2.9,0.2,44,8.0,Remote
10.0,9.2,51,5.7,Remote
7.7,8.2,47,4.3,Hybrid
9.9,5.4,46,7.2,Remote
10.0,8.6,56,5.5,Hybrid
2.5,0.0,36,5.5,Hybrid
9.2,6.5,48,4.3,Remote
9.0,10.0,56,6.0,Remote
5.3,2.8,47,6.7,Remote
5.4,3.8,42,5.6,Remote
7.5,2.9,48,7.9,Remote
4.6,2.6,51,6.5,Hybrid
5.2,3.7,51,6.1,Hybrid
6.4,5.1,44,4.1,Hybrid
8.3,5.4,51,6.7,Hybrid
7.5,6.6,51,6.8,Hybrid
6.6,1.3,46,6.7,Hybrid
8.2,7.2,54,6.7,Hybrid
7.2,4.7,59,6.0,Remote
4.9,0.4,42,6.9,On-site
2.3,2.4,50,5.8,Remote
6.1,1.5,44,6.5,Remote
6.6,4.6,48,5.5,On-site
7.6,6.3,47,6.1,Remote
7.0,5.9,47,5.7,On-site
4.8,2.0,43,7.7,On-site
7.0,2.8,53,7.7,Remote
6.9,7.5,50,6.1,Hybrid
8.7,6.7,46,7.1,Remote
10.0,9.5,48,5.3,Hybrid
10.0,10.0,51,6.9,Hybrid
6.9,4.9,52,8.7,Hybrid
8.2,4.9,49,6.5,On-site
4.1,2.2,53,6.5,Hybrid
9.0,6.7,42,7.1,Remote
8.1,6.4,44,4.3,Hybrid
7.9,5.9,43,7.0,Hybrid
7.7,9.1,52,5.0,Hybrid
6.3,3.1,42,8.0,Hybrid
6.8,4.9,50,4.5,Remote
5.2,4.6,46,6.7,Hybrid
5.8,6.4,51,3.5,On-site
7.3,4.9,44,4.6,Hybrid
7.5,5.7,55,7.4,On-site
4.3,2.3,51,6.2,On-site
2.9,0.5,35,6.5,Hybrid
4.5,5.2,51,5.5,On-site
8.6,8.4,49,5.2,Remote
8.6,6.2,46,7.0,On-site
3.8,1.2,41,7.5,On-site
10.0,9.2,53,6.5,Remote
5.5,1.1,45,7.9,Hybrid
6.4,5.8,42,5.5,Remote
3.5,3.3,47,7.1,Remote
9.2,8.4,49,6.3,Remote
10.0,10.0,45,5.6,Hybrid
7.7,9.1,55,5.8,On-site
7.3,7.6,42,6.7,Remote
10.0,9.4,43,5.8,Hybrid
7.3,7.6,48,6.4,Hybrid
5.3,3.7,36,6.2,Hybrid
5.4,4.9,35,5.7,Remote
10.0,8.8,53,5.2,Remote
9.7,9.5,52,4.1,Remote
9.0,7.7,51,4.9,On-site
7.9,5.0,45,6.9,Remote
10.0,7.9,56,5.0,Remote
8.8,8.7,50,5.2,Remote
9.7,7.9,37,5.3,Remote
6.4,4.3,44,6.9,On-site
10.0,10.0,65,5.2,Remote
8.9,7.5,46,5.1,On-site
5.5,6.3,55,6.1,Remote
7.1,6.6,51,6.9,On-site
6.5,5.1,42,6.4,Hybrid
8.9,7.3,43,6.6,Remote
8.5,6.4,50,5.5,Remote
7.5,4.8,53,5.5,Remote
7.4,7.2,46,7.6,Hybrid
7.6,6.4,50,3.7,On-site
5.9,4.5,50,5.7,On-site
10.0,9.8,62,6.1,Remote
7.4,7.3,54,5.7,Hybrid
10.0,8.7,57,5.3,Hybrid
8.8,6.4,55,5.5,Remote
5.7,3.6,44,5.8,Hybrid
6.7,5.3,46,5.2,Hybrid
10.0,7.9,44,5.7,Hybrid
6.2,4.1,43,7.8,Hybrid
8.7,7.8,47,5.2,Remote
7.7,6.0,41,5.3,Remote
7.4,6.0,53,6.6,On-site
5.1,4.6,47,6.2,Hybrid
10.0,10.0,48,4.6,Hybrid
10.0,9.2,49,6.6,Hybrid
6.2,0.6,50,7.9,On-site
8.4,8.6,44,4.3,Hybrid
10.0,9.4,49,7.8,Hybrid
7.2,3.0,37,7.0,Remote
10.0,7.8,48,5.0,Hybrid
4.2,5.1,48,5.8,Remote
5.5,3.1,48,6.1,On-site
3.5,1.2,44,5.6,Hybrid
8.0,7.1,52,4.8,Remote
7.1,5.5,48,5.7,Hybrid
8.9,6.7,44,6.0,Hybrid
2.0,0.0,48,4.6,Remote
9.7,8.0,47,3.9,Remote
7.9,5.7,44,5.8,Hybrid
3.1,0.5,45,6.1,Hybrid
7.7,5.4,44,5.8,Hybrid
4.5,2.8,42,6.6,Hybrid
10.0,9.4,54,5.5,Remote
6.6,3.7,42,7.7,Hybrid
3.4,0.2,38,7.7,On-site
8.6,7.1,40,6.4,Remote
8.2,8.1,46,4.5,On-site
6.3,4.6,42,7.3,Remote
4.2,2.6,44,6.9,Remote
6.3,5.7,38,6.3,On-site
10.0,10.0,56,5.6,Hybrid
7.0,4.4,40,8.9,Remote
6.1,3.7,52,7.2,On-site
4.6,3.6,45,5.7,Hybrid
6.1,2.8,45,5.3,On-site
8.5,6.5,51,4.1,On-site
10.0,7.3,52,5.6,Remote
6.6,4.3,52,6.5,On-site
8.0,6.2,47,5.5,Remote
5.0,4.4,54,6.3,Hybrid
7.6,4.0,40,6.6,Remote
10.0,4.8,52,5.0,On-site
10.0,10.0,47,3.8,On-site
10.0,5.4,41,6.4,On-site
6.5,4.0,46,7.6,Hybrid
6.6,6.7,45,7.0,Hybrid
4.7,5.6,54,5.7,Hybrid
9.2,6.6,53,8.2,On-site
4.1,1.8,52,6.3,Hybrid
6.7,4.0,50,6.4,Remote
7.3,4.2,47,6.4,Remote
6.5,3.4,41,4.6,On-site
9.6,8.6,58,6.8,Remote
7.5,2.5,39,6.0,Remote
7.1,5.1,48,6.4,Hybrid
6.2,3.2,42,5.9,On-site
4.2,2.6,37,5.3,On-site
10.0,10.0,50,7.4,Remote
10.0,9.0,52,5.8,Hybrid
9.3,7.0,47,6.5,Remote
6.2,5.4,49,5.4,Remote
7.4,3.9,39,5.3,Remote
10.0,9.9,45,6.0,Hybrid
6.5,8.5,52,5.5,Hybrid
10.0,7.2,47,6.7,Hybrid
6.3,3.1,52,7.8,Hybrid
8.1,6.5,45,6.3,Hybrid
7.8,5.2,45,5.2,On-site
7.0,6.3,48,5.4,Hybrid
7.5,7.8,52,4.6,Remote
8.9,4.6,45,6.0,Remote
8.6,6.6,48,5.2,On-site
6.4,5.5,47,6.0,Remote
3.9,1.9,44,8.0,Hybrid
10.0,10.0,53,4.4,On-site
7.6,4.6,43,5.4,Hybrid
10.0,7.7,49,5.9,Hybrid
7.6,7.2,52,6.3,Hybrid
8.3,5.8,40,5.6,On-site
5.8,5.0,43,7.4,Remote
5.3,4.6,41,6.8,On-site
6.8,7.4,43,5.7,On-site
4.5,4.6,50,6.2,Hybrid
7.4,4.9,55,5.8,Remote
8.1,6.4,49,6.0,Remote
6.6,6.2,56,6.9,On-site
7.4,6.3,42,5.2,Remote
3.1,0.2,40,6.9,Hybrid
10.0,8.3,47,5.5,Remote
8.0,4.4,35,6.7,Remote
7.6,7.0,51,4.2,On-site
5.8,3.5,42,7.9,On-site
4.2,1.6,45,5.6,Remote
10.0,9.2,54,6.8,Hybrid
3.3,1.8,45,5.3,On-site
10.0,9.2,56,6.1,Hybrid
6.3,3.8,46,5.8,Hybrid
10.0,8.0,52,6.1,Hybrid
7.9,5.9,39,6.8,On-site
6.6,5.2,46,4.8,Remote
5.7,5.0,44,6.0,Hybrid
7.2,3.5,47,5.9,Remote
6.1,3.6,40,6.2,Hybrid
7.2,6.9,45,5.7,On-site
9.8,8.3,51,6.8,On-site
7.2,6.1,40,5.6,Hybrid
8.2,7.5,51,6.2,Hybrid
7.5,5.4,49,6.1,Hybrid
3.2,1.0,51,7.5,Hybrid
6.9,5.7,59,7.2,Hybrid
7.5,5.5,43,5.8,Hybrid
7.3,4.5,43,5.3,On-site
8.0,5.8,44,3.8,On-site
8.9,10.0,50,6.1,On-site
8.9,7.7,49,6.9,On-site
5.1,3.9,45,5.2,Hybrid
7.1,6.6,58,6.7,Remote
3.0,2.5,55,6.3,On-site
8.2,5.5,51,6.3,On-site
4.6,4.2,47,7.2,On-site
5.8,4.4,52,7.0,On-site
9.6,9.6,51,5.4,Remote
5.7,3.5,39,5.6,Hybrid
8.9,6.8,44,6.1,Hybrid
9.0,6.9,53,5.7,Remote
6.7,5.0,51,7.8,Hybrid
5.0,6.4,40,3.8,Hybrid
7.8,3.7,48,7.2,Hybrid
4.8,2.9,40,6.1,Remote
4.3,2.4,42,5.1,On-site
6.8,5.6,49,7.0,Remote
7.0,6.7,50,6.5,Hybrid
8.3,3.8,41,5.3,Remote
10.0,7.5,41,6.3,On-site
10.0,9.4,43,4.4,Hybrid
5.6,3.2,36,6.3,On-site
7.3,6.8,40,5.0,Remote
6.4,6.2,50,5.8,Hybrid
5.2,2.9,42,6.2,Remote
5.9,3.4,37,5.3,On-site
7.3,6.7,49,7.2,Hybrid
6.5,3.8,39,6.3,Hybrid
4.9,1.8,37,7.4,Remote
5.7,1.4,40,5.9,Remote
7.6,8.5,45,5.4,Hybrid
5.4,3.5,49,5.8,Hybrid
9.5,4.4,42,6.7,Remote
5.4,4.1,40,5.9,On-site
6.3,3.9,43,7.2,Hybrid
8.6,7.5,45,4.9,On-site
6.5,5.8,51,7.3,Remote
4.5,0.0,45,7.6,On-site
10.0,10.0,52,5.3,Remote
10.0,8.6,45,4.2,Remote
5.6,2.1,45,6.7,Remote
9.2,7.8,46,5.4,Hybrid
6.3,5.3,49,5.9,Hybrid
9.5,6.7,46,7.5,Hybrid
6.5,3.7,49,5.7,Remote
9.0,6.5,45,6.4,On-site
7.5,4.5,49,6.2,Hybrid
7.9,6.3,43,5.5,Hybrid
10.0,10.0,47,5.9,Remote
10.0,10.0,55,6.0,Remote
5.7,4.3,47,7.0,Hybrid
10.0,10.0,46,5.2,Hybrid
6.6,4.7,48,6.0,Hybrid
8.6,6.2,62,6.4,Hybrid
9.2,5.9,47,6.0,On-site
6.6,7.0,48,5.6,Hybrid
9.3,5.4,43,6.2,On-site
9.4,8.3,50,5.7,Remote
5.2,1.5,48,6.8,Hybrid
7.9,5.7,50,5.7,On-site
10.0,9.0,47,4.3,Hybrid
7.9,5.1,44,6.4,On-site
10.0,8.9,54,4.0,On-site
2.5,2.0,48,7.0,Hybrid
6.7,8.0,48,5.3,Remote
6.8,5.1,51,7.3,Hybrid
5.6,2.1,47,7.2,Hybrid
9.5,7.2,55,4.6,On-site
8.4,5.3,45,6.5,Remote
6.4,5.5,50,5.9,Hybrid
2.0,0.0,37,7.0,Hybrid
10.0,9.2,47,6.6,Hybrid
9.3,9.1,57,4.3,On-site
9.7,5.8,51,8.2,On-site
6.2,5.2,54,6.5,Hybrid
7.6,6.7,49,5.3,Hybrid
4.9,4.4,45,6.7,On-site
10.0,8.4,47,5.5,On-site
7.0,7.9,59,4.9,Remote
1.6,0.2,45,6.8,Hybrid
5.5,5.7,64,5.9,Hybrid
6.9,4.8,43,6.6,Remote
6.9,3.6,47,6.8,Hybrid
10.0,7.6,56,5.6,Hybrid
5.8,4.1,41,7.0,On-site
8.3,7.8,50,6.2,Remote
7.2,5.5,54,6.5,Hybrid
6.4,3.9,47,5.8,Remote
6.9,5.3,48,5.1,Hybrid
10.0,10.0,54,5.3,Hybrid
7.3,4.3,48,7.7,Hybrid
5.5,4.8,46,3.2,Hybrid
10.0,7.2,56,4.8,Remote
6.0,4.0,40,6.6,Hybrid
9.1,6.3,57,6.3,Hybrid
7.9,6.8,52,5.8,On-site
9.5,8.2,36,5.6,On-site
6.8,4.6,48,6.5,Hybrid
3.8,1.6,54,7.3,Remote
10.0,8.1,48,6.6,Remote
6.7,4.3,38,7.1,On-site
7.3,6.3,55,5.5,Hybrid
9.6,6.2,51,8.0,Hybrid
7.6,5.1,47,6.9,On-site
7.1,5.8,51,5.4,On-site
10.0,10.0,51,5.0,Hybrid
8.7,8.6,47,6.0,Hybrid
10.0,9.1,54,5.8,On-site
8.0,6.2,44,7.1,Remote
5.0,4.4,46,6.4,On-site
7.2,5.8,48,7.4,On-site
9.9,9.9,46,4.9,Hybrid
6.8,4.5,40,7.3,Hybrid
7.7,6.4,54,6.8,On-site
6.6,5.4,49,5.0,Remote
5.7,4.3,50,6.0,Hybrid
6.3,4.1,43,5.8,Hybrid
10.0,8.2,47,6.0,Hybrid
6.2,3.1,52,6.5,Hybrid
10.0,9.5,51,7.6,Hybrid
5.6,3.0,46,6.4,On-site
7.1,7.5,41,3.6,Remote
10.0,9.0,51,6.3,Remote
7.2,6.5,50,6.9,Hybrid
6.4,6.2,55,5.7,Hybrid
9.6,7.5,50,6.6,Hybrid
7.9,7.3,50,6.6,Remote
7.9,8.1,51,6.0,Hybrid
7.4,7.4,57,5.6,On-site
10.0,8.8,53,5.2,On-site
6.4,5.6,56,6.4,Remote
8.3,5.7,45,4.4,Remote
4.1,0.0,41,7.5,On-site
7.7,10.0,57,5.2,On-site
6.1,3.1,46,6.2,On-site
2.9,1.6,49,5.2,Hybrid
5.6,5.2,41,5.4,Hybrid
9.9,7.8,55,5.6,Remote
5.2,3.3,42,6.9,Remote
10.0,9.8,59,5.9,On-site
3.9,2.2,39,6.6,Remote
10.0,7.8,47,7.5,Hybrid
5.5,3.0,41,7.0,On-site
6.3,2.2,50,7.1,On-site
9.1,7.5,42,7.6,On-site
10.0,8.1,49,5.8,Remote
7.0,1.6,46,7.8,Remote
8.4,6.3,48,6.1,Hybrid
10.0,10.0,41,4.2,Hybrid
5.1,1.6,40,6.7,Remote
10.0,10.0,56,5.8,On-site
9.4,6.7,47,6.4,Remote
10.0,10.0,43,4.9,Hybrid
8.0,6.1,53,6.2,Hybrid
8.5,6.3,49,7.6,On-site
10.0,10.0,55,5.3,Hybrid
9.8,8.9,44,4.8,Hybrid
10.0,8.8,46,5.0,Remote
7.7,6.4,51,5.9,Remote
9.3,8.9,49,5.2,Hybrid
9.0,7.4,42,5.8,Hybrid
3.5,0.2,41,6.2,Remote
7.0,4.4,48,7.1,Hybrid
9.5,6.5,47,5.5,Hybrid
10.0,8.8,44,5.6,On-site
8.9,9.1,48,4.7,Remote
6.3,2.9,43,5.6,On-site
6.2,4.6,53,7.0,Hybrid
7.6,4.9,43,6.2,Hybrid
6.1,7.9,61,6.7,Remote
9.8,7.6,42,4.8,Hybrid
7.6,7.0,50,5.9,Hybrid
3.6,1.9,44,7.1,Remote
6.8,5.7,43,6.1,Remote
4.6,1.9,44,4.8,Hybrid
6.0,1.3,35,4.2,On-site
5.4,2.9,42,6.8,Remote
8.8,5.0,44,5.8,Remote
10.0,8.2,47,6.3,Hybrid
8.2,7.8,46,4.8,On-site
10.0,10.0,56,6.6,Hybrid
7.7,6.6,47,6.6,Hybrid
7.9,5.6,48,6.6,Hybrid
4.5,2.2,50,6.5,Hybrid
9.3,6.4,55,7.5,Remote
10.0,8.6,58,5.8,Hybrid
7.9,3.7,45,8.6,Remote
6.4,4.1,45,5.7,Hybrid
5.2,3.6,50,5.7,On-site
10.0,7.8,56,7.1,On-site
6.7,4.1,44,5.8,Remote
10.0,10.0,49,4.9,Hybrid
10.0,10.0,62,6.6,Remote
6.3,4.9,43,5.1,Remote
6.8,5.9,53,7.2,On-site
8.8,8.6,48,6.1,Hybrid
8.4,6.3,46,5.8,Remote
5.3,2.8,49,6.4,On-site
9.4,7.3,40,4.9,Remote
10.0,10.0,51,3.8,On-site
6.0,4.0,37,6.3,Hybrid
6.6,5.4,53,5.3,Remote
7.4,5.1,38,4.7,Hybrid
5.5,5.3,48,5.6,On-site
4.5,3.5,39,6.2,On-site
5.8,3.5,50,6.7,On-site
5.4,4.8,44,6.8,On-site
8.9,6.4,47,6.4,Hybrid
6.7,4.9,41,6.0,On-site
2.6,0.0,35,8.5,Hybrid
7.0,3.0,41,5.7,Hybrid
5.9,5.0,48,5.8,Remote
2.7,3.6,50,5.2,Remote
9.1,9.6,50,5.1,Hybrid
3.4,1.7,48,6.2,Hybrid
10.0,6.8,51,5.5,Hybrid
9.3,9.3,50,5.2,Hybrid
8.4,7.8,55,6.1,Hybrid
6.5,6.0,50,6.1,On-site
2.2,1.5,48,5.4,Hybrid
6.9,3.8,45,6.2,Hybrid
2.3,1.0,38,7.0,Remote
6.4,4.1,42,5.7,Remote
9.7,4.6,41,5.6,Remote
8.2,5.6,45,6.1,On-site
9.5,8.6,49,6.6,On-site
5.4,3.7,48,6.1,Hybrid
9.0,6.7,47,7.1,Hybrid
8.9,10.0,53,3.4,On-site
7.3,4.9,45,4.8,Hybrid
9.8,8.9,55,7.2,On-site
7.2,4.7,44,5.3,On-site
6.2,3.9,36,5.9,Remote
3.7,2.0,39,6.4,Hybrid
6.0,3.4,53,6.1,On-site
6.3,5.6,46,3.8,Remote
9.7,6.6,49,4.4,Remote
8.9,5.9,48,5.5,Hybrid
10.0,8.8,59,5.5,Hybrid
9.8,7.6,43,6.1,On-site
7.6,3.4,40,8.4,Remote
1.9,1.1,48,5.8,Hybrid
6.4,6.1,45,5.0,Hybrid
4.7,4.8,49,5.4,Hybrid
6.7,1.5,40,7.1,Remote
10.0,10.0,58,5.9,Hybrid
4.6,2.3,44,6.0,Remote
9.5,8.2,46,5.6,Remote
5.4,5.8,43,6.8,On-site
7.4,5.5,47,6.2,Hybrid
5.5,2.2,45,6.4,On-site
7.8,7.0,42,6.2,On-site
3.1,2.5,48,7.5,Hybrid
8.5,7.2,57,5.8,Hybrid
5.9,2.5,38,5.9,On-site
7.8,8.4,48,3.8,Remote
8.5,8.1,49,7.2,Remote
5.2,2.6,46,7.0,Hybrid
4.5,5.4,41,6.3,Remote
8.0,6.0,42,5.7,Hybrid
5.9,3.5,39,6.4,Hybrid
7.0,5.3,55,5.4,Hybrid
3.8,0.2,35,6.5,Remote
10.0,10.0,55,3.8,Remote
8.5,8.7,54,6.1,Hybrid
6.4,4.6,44,6.3,Remote
9.8,7.6,45,6.4,Hybrid
9.5,10.0,48,3.4,Remote
5.3,0.0,45,6.5,Hybrid
8.0,7.2,52,6.6,Hybrid
6.5,5.8,52,4.5,Hybrid
5.1,0.2,40,8.5,On-site
7.5,7.5,55,5.8,Hybrid
6.8,6.4,46,5.1,Hybrid
7.0,3.3,43,4.2,Remote
7.7,7.0,48,7.9,Hybrid
9.6,7.1,52,7.1,Remote
9.5,6.9,43,5.9,On-site
3.6,1.0,40,6.0,Hybrid
10.0,9.5,53,5.4,Remote
7.4,4.6,47,6.1,Hybrid
7.6,6.8,49,6.0,Hybrid
5.1,2.4,49,6.8,Hybrid
8.8,7.1,46,6.2,Hybrid
4.2,2.2,53,6.6,Hybrid
7.3,3.9,54,8.3,Hybrid
4.2,1.9,40,6.9,Remote
6.5,3.3,53,6.6,Remote
10.0,10.0,54,5.6,Remote
6.6,4.2,49,5.8,On-site
7.3,4.1,52,6.6,Remote
4.2,0.0,39,8.3,Hybrid
8.1,6.7,43,5.9,On-site
8.4,7.2,44,5.0,Remote
4.4,2.6,48,7.5,Remote
6.3,4.8,37,6.9,Hybrid
3.0,2.1,44,4.9,On-site
6.9,4.0,41,6.7,Remote
8.3,7.0,52,5.7,On-site
6.2,5.6,45,7.2,Hybrid
7.3,3.4,52,6.1,Hybrid
10.0,10.0,50,5.6,Remote
4.7,2.5,43,6.3,On-site
9.7,9.4,51,4.5,Remote
3.3,0.0,44,6.9,Hybrid
4.8,4.2,48,6.3,On-site
5.6,4.4,52,7.7,Remote
7.2,5.2,54,5.1,Remote
5.4,3.9,42,6.2,Hybrid
5.7,3.6,50,6.1,Hybrid
3.3,1.0,42,7.8,Hybrid
6.4,1.7,42,7.2,Remote
5.4,5.7,42,5.3,Hybrid
4.1,1.8,48,7.5,Remote
8.9,10.0,52,4.8,Remote
6.5,7.0,55,4.1,Remote
7.5,6.4,49,5.9,Remote
5.7,5.6,47,6.1,Remote
9.8,6.6,55,7.0,Hybrid
6.0,5.3,51,6.2,Remote
10.0,9.3,60,7.8,Remote
10.0,10.0,51,5.3,Hybrid
7.5,5.8,44,6.7,On-site
8.4,5.8,49,7.9,Hybrid
4.9,3.1,54,6.2,Remote
5.4,3.5,49,5.7,On-site
8.9,7.2,49,6.7,On-site
7.5,5.4,45,6.1,Remote
9.8,9.4,47,5.4,On-site
5.8,2.6,37,7.3,On-site
4.9,5.6,52,5.8,Remote
9.1,5.7,45,5.4,Hybrid
10.0,9.4,48,4.6,Hybrid
4.8,2.4,51,6.5,Remote
7.2,4.9,48,6.1,Hybrid
6.4,5.7,42,6.4,Remote
5.3,3.4,43,5.0,Remote
5.4,6.4,52,5.1,Hybrid
5.8,4.8,49,6.3,Remote
4.9,4.1,48,8.1,Hybrid
8.6,10.0,59,5.5,On-site
6.9,6.4,45,6.2,Remote
8.3,6.9,49,7.4,Hybrid
9.8,5.9,42,6.0,On-site
2.4,0.0,41,5.9,Hybrid
8.8,5.7,48,8.0,On-site
5.5,1.5,43,6.0,Hybrid
9.8,7.5,55,6.7,Remote
6.3,4.1,46,5.5,Hybrid
5.7,5.3,46,6.6,Hybrid
5.5,3.5,53,7.1,Remote
6.4,5.3,38,5.8,On-site
7.4,5.2,50,6.4,Hybrid
8.9,9.0,55,7.1,Remote
5.6,5.0,41,6.0,On-site
7.4,7.7,42,4.9,Remote
7.4,3.9,41,4.8,Hybrid
8.5,7.0,42,4.6,Remote
