job_role,seniority_level,years_experience,years_at_company,company_size,industry,work_mode,salary_usd,work_hours_per_week,meetings_per_day,team_size,sleep_hours_per_night,exercise_days_per_week,vacation_days_taken,therapy_access,uses_therapy,ai_tools_daily,manager_support_score,work_life_balance_score,job_satisfaction_score,social_support_score,deadline_pressure_score,autonomy_score
Software Engineer,Principal,13,6.8,Large (1001-5000),Gaming,Remote,135446,53,5.0,28,7.3,3,19,0,0,1,6.6,7.1,7.8,3.0,8.9,6.2
ML Engineer,Senior,3,1.3,Small (51-200),Enterprise Software,On-site,86126,37,3.7,8,5.2,0,12,0,0,1,6.1,6.8,4.6,7.0,5.5,3.8
Full Stack Developer,Principal,0,0.6,Small (51-200),AI / ML Startup,On-site,43106,54,1.9,22,5.0,3,15,0,0,1,8.4,5.5,5.1,4.2,7.1,9.3
Data Scientist,Principal,12,1.1,Large (1001-5000),Cybersecurity,On-site,221783,56,4.3,25,5.7,4,6,0,0,1,5.3,3.8,5.5,9.3,4.8,5.0
Software Engineer,Junior,9,1.4,Enterprise (5000+),Consulting,On-site,49603,45,0.0,57,6.6,3,10,1,1,1,9.4,4.7,4.1,6.8,6.8,4.4
Product Manager,Mid,8,2.1,Startup (1-50),Fintech,Hybrid,77404,57,3.4,7,6.1,5,2,1,1,0,4.0,6.9,2.6,6.4,9.0,9.1
Data Scientist,Mid,1,0.1,Large (1001-5000),E-commerce,Remote,79357,49,3.3,27,5.9,4,3,1,0,0,2.5,9.4,3.1,4.1,2.2,7.6
DevOps Engineer,Mid,5,1.5,Mid (201-1000),Fintech,Hybrid,81385,41,3.7,9,5.9,0,17,1,0,1,3.7,7.0,5.5,7.3,8.4,5.4
Software Engineer,Mid,11,1.0,Enterprise (5000+),Healthcare Tech,Remote,72626,42,4.7,53,5.7,3,6,0,0,1,3.1,2.8,5.3,4.2,7.3,8.3
Data Analyst,Senior,10,1.3,Mid (201-1000),Consulting,Remote,61782,53,2.7,11,5.6,5,13,1,1,1,9.3,5.3,7.8,2.6,3.5,6.8
Frontend Developer,Mid,2,1.1,Mid (201-1000),SaaS / Cloud,Remote,54321,44,4.1,15,6.6,0,8,0,0,1,4.7,4.0,1.0,4.9,7.1,6.2
Software Engineer,Lead,19,2.3,Startup (1-50),Consulting,On-site,147620,43,5.8,6,5.2,2,5,0,0,1,8.8,6.9,7.5,4.2,8.2,4.7
Full Stack Developer,Lead,17,0.6,Large (1001-5000),Enterprise Software,On-site,168784,51,8.4,24,8.2,3,23,0,0,1,4.0,1.3,4.6,6.2,4.4,6.4
Data Scientist,Senior,25,0.4,Large (1001-5000),SaaS / Cloud,Hybrid,104621,46,1.4,22,4.8,7,14,1,1,1,3.3,3.7,1.0,5.3,5.2,4.8
Data Scientist,Junior,19,1.9,Mid (201-1000),Healthcare Tech,Remote,78223,46,0.8,28,8.1,2,9,1,1,1,7.5,1.6,5.7,2.9,3.4,6.6
Cybersecurity Engineer,Junior,16,1.6,Large (1001-5000),Consulting,On-site,47387,53,5.8,29,5.0,5,18,1,0,1,4.9,4.6,2.2,6.5,6.5,4.6
DevOps Engineer,Junior,12,1.1,Enterprise (5000+),Fintech,Hybrid,40000,42,3.8,39,6.9,5,13,0,0,1,5.8,3.4,3.7,8.0,5.8,8.2
Software Engineer,Manager,8,0.9,Startup (1-50),E-commerce,On-site,149708,52,5.6,4,4.9,4,8,1,1,1,1.0,4.1,4.7,7.2,6.6,7.1
Product Manager,Junior,7,0.4,Mid (201-1000),Gaming,Remote,69840,46,4.7,15,6.9,2,12,0,0,1,4.4,3.3,3.2,3.0,6.9,5.5
QA Engineer,Lead,0,10.3,Startup (1-50),E-commerce,Remote,88426,44,4.9,5,6.9,5,9,1,1,1,7.5,4.4,2.1,2.5,9.1,6.1
QA Engineer,Mid,1,9.6,Small (51-200),AI / ML Startup,Remote,40000,50,2.8,13,7.9,3,11,1,0,0,4.4,2.4,4.1,5.0,6.5,6.8
Frontend Developer,Lead,2,0.9,Small (51-200),SaaS / Cloud,Hybrid,126259,49,5.7,19,4.9,2,13,1,1,1,5.5,3.3,8.3,3.9,8.1,6.9
DevOps Engineer,Mid,6,6.4,Mid (201-1000),Enterprise Software,Remote,40000,44,2.9,15,4.1,3,17,0,0,1,5.7,4.3,3.0,7.1,6.8,7.6
Data Analyst,Senior,2,1.6,Startup (1-50),SaaS / Cloud,Remote,60254,44,3.3,7,7.5,4,6,0,0,0,7.8,7.0,3.4,5.6,6.0,6.6
ML Engineer,Mid,13,1.9,Small (51-200),E-commerce,Remote,73791,54,3.5,18,6.5,5,11,1,0,1,3.0,3.9,5.1,6.7,4.8,4.2
Cybersecurity Engineer,Mid,7,3.5,Small (51-200),Fintech,Hybrid,98043,46,2.2,13,6.9,3,16,0,0,1,9.7,4.1,1.0,4.7,6.2,1.8
ML Engineer,Mid,0,3.8,Large (1001-5000),Gaming,Remote,40000,48,4.5,14,4.7,3,24,1,1,1,7.7,6.9,3.8,5.7,7.1,5.5
Backend Developer,Mid,12,0.1,Startup (1-50),Healthcare Tech,Hybrid,67199,50,4.4,4,7.4,2,4,0,0,0,8.2,5.6,7.9,4.1,3.5,7.4
Backend Developer,Senior,15,1.1,Startup (1-50),Fintech,On-site,103760,52,3.0,5,7.2,0,20,0,0,1,6.5,7.7,5.9,8.0,7.9,6.7
Cloud Engineer,Manager,17,0.8,Enterprise (5000+),E-commerce,Remote,197498,42,7.3,40,6.4,3,5,0,0,1,5.2,5.4,5.8,5.8,6.6,3.9
ML Engineer,Senior,14,1.7,Startup (1-50),Fintech,Remote,40000,46,5.7,5,6.7,3,11,0,0,1,2.3,2.3,1.0,5.2,10.0,3.4
Frontend Developer,Mid,10,6.2,Large (1001-5000),Cybersecurity,Hybrid,66228,46,2.5,20,7.6,3,15,0,0,0,4.6,4.8,6.6,6.4,4.1,5.9
Full Stack Developer,Manager,12,1.3,Large (1001-5000),SaaS / Cloud,Hybrid,48159,45,4.0,25,6.3,0,13,1,1,0,7.2,5.8,2.1,6.4,9.9,6.1
Data Analyst,Mid,6,3.2,Large (1001-5000),SaaS / Cloud,Remote,58098,46,2.1,16,7.4,2,12,1,1,1,5.7,6.2,1.7,3.1,4.0,8.7
Data Scientist,Principal,8,3.2,Enterprise (5000+),SaaS / Cloud,Hybrid,62716,49,4.9,25,7.2,0,8,0,0,1,6.3,7.2,2.0,6.4,6.2,7.2
Frontend Developer,Lead,10,2.6,Enterprise (5000+),Healthcare Tech,On-site,163244,52,9.0,26,6.7,4,17,1,1,1,6.7,8.7,3.0,6.4,3.5,7.2
Data Analyst,Senior,1,1.6,Startup (1-50),SaaS / Cloud,Hybrid,62329,44,1.5,5,8.0,4,21,0,0,1,6.5,7.5,3.9,5.1,4.4,9.0
Software Engineer,Manager,12,7.4,Mid (201-1000),Gaming,Hybrid,119502,60,7.9,16,5.7,1,6,0,0,1,4.0,6.6,8.8,6.6,6.8,4.6
Frontend Developer,Mid,8,2.4,Enterprise (5000+),Fintech,Hybrid,80230,43,2.1,22,7.5,4,5,0,0,1,6.1,4.4,4.0,4.7,9.0,4.2
Data Scientist,Lead,1,6.2,Enterprise (5000+),E-commerce,Hybrid,68452,51,4.0,39,6.2,5,14,0,0,1,5.8,7.4,4.6,7.8,9.3,4.4
Cybersecurity Engineer,Mid,0,2.3,Startup (1-50),Gaming,On-site,83181,51,6.2,2,5.9,0,4,0,0,1,3.3,8.7,7.8,4.4,7.3,4.8
Cybersecurity Engineer,Mid,4,1.6,Small (51-200),Gaming,Remote,73769,36,4.2,11,5.1,2,18,0,0,0,2.0,5.9,4.4,1.6,4.9,8.4
Frontend Developer,Junior,15,2.4,Small (51-200),E-commerce,Remote,49246,47,6.5,18,6.0,1,6,1,1,1,7.3,3.3,4.9,4.6,5.3,4.9
Cybersecurity Engineer,Junior,7,0.6,Enterprise (5000+),Cybersecurity,Remote,74317,44,3.2,28,5.1,3,14,0,0,1,4.3,1.0,3.6,4.4,6.5,7.7
Backend Developer,Junior,20,3.2,Small (51-200),AI / ML Startup,Hybrid,40000,58,3.8,21,5.9,3,21,0,0,0,9.0,2.1,3.6,6.4,5.9,6.7
DevOps Engineer,Senior,8,0.9,Mid (201-1000),E-commerce,Hybrid,91675,43,3.9,16,5.9,3,8,0,0,0,6.6,5.7,5.5,4.6,4.4,4.4
Software Engineer,Junior,6,1.6,Mid (201-1000),E-commerce,Hybrid,40000,42,4.1,25,6.7,6,24,0,0,1,5.2,5.8,4.8,3.5,3.2,5.5
DevOps Engineer,Mid,11,0.3,Small (51-200),Enterprise Software,Hybrid,100698,46,6.3,21,7.5,4,21,1,0,1,6.3,4.5,5.6,5.5,7.1,2.7
Backend Developer,Manager,8,0.3,Enterprise (5000+),Enterprise Software,On-site,120007,50,7.7,41,5.0,3,13,0,0,1,3.7,6.4,9.7,7.3,5.1,6.4
DevOps Engineer,Junior,25,6.6,Large (1001-5000),AI / ML Startup,Remote,40000,45,2.5,16,8.8,4,15,0,0,1,2.5,5.0,7.6,1.7,6.7,6.0
Software Engineer,Junior,10,2.0,Mid (201-1000),E-commerce,Hybrid,40000,48,3.1,17,3.7,4,14,0,0,0,4.6,1.9,5.1,4.8,1.9,7.0
Frontend Developer,Senior,13,7.3,Mid (201-1000),Fintech,Remote,87446,47,2.7,23,5.3,5,17,1,0,1,6.3,4.7,3.9,5.4,9.1,6.5
Software Engineer,Lead,14,3.7,Startup (1-50),E-commerce,On-site,138081,36,5.8,7,5.1,2,22,0,0,1,6.5,1.0,4.0,2.7,9.1,7.2
Product Manager,Senior,19,1.1,Large (1001-5000),Gaming,Remote,120730,44,3.8,24,5.9,4,17,0,0,1,4.3,5.7,5.6,4.2,7.3,6.0
DevOps Engineer,Mid,15,0.2,Startup (1-50),Gaming,Remote,103011,45,5.5,5,6.2,0,17,0,0,1,8.6,7.1,5.1,5.3,7.9,6.6
Software Engineer,Senior,8,7.4,Startup (1-50),AI / ML Startup,Hybrid,94598,52,2.8,6,5.6,2,17,0,0,1,2.2,7.3,6.8,2.7,5.3,4.6
Software Engineer,Senior,19,2.4,Mid (201-1000),Social Media / AdTech,On-site,91049,44,3.3,11,6.9,5,5,1,0,1,2.7,5.6,1.8,10.0,1.0,4.2
QA Engineer,Senior,4,0.4,Startup (1-50),Fintech,Hybrid,57137,49,4.2,2,5.9,0,8,0,0,0,8.7,5.9,3.6,2.4,7.4,9.9
ML Engineer,Mid,3,6.7,Large (1001-5000),Fintech,On-site,126044,46,3.1,18,5.7,3,14,0,0,0,7.6,5.7,5.8,7.6,7.7,4.2
Data Scientist,Junior,7,1.2,Startup (1-50),SaaS / Cloud,On-site,40000,43,5.0,7,7.9,1,16,0,0,0,1.6,7.1,3.0,4.9,6.6,8.9
DevOps Engineer,Lead,7,2.5,Startup (1-50),Consulting,Hybrid,40000,46,4.1,8,6.1,4,7,0,0,0,4.3,5.2,3.1,5.2,7.5,5.1
Backend Developer,Junior,5,5.3,Mid (201-1000),SaaS / Cloud,Remote,40000,45,4.2,8,7.2,4,12,0,0,0,1.4,4.0,6.6,3.1,6.4,5.1
Backend Developer,Manager,5,1.2,Startup (1-50),Gaming,On-site,115248,44,6.1,4,6.4,3,11,1,0,0,3.6,3.1,9.4,3.7,9.4,3.6
ML Engineer,Mid,2,0.5,Mid (201-1000),Gaming,Hybrid,102302,40,5.6,19,5.7,3,10,1,0,0,6.3,3.5,5.2,5.9,7.5,4.3
Cybersecurity Engineer,Senior,14,9.5,Enterprise (5000+),SaaS / Cloud,Hybrid,116314,46,5.8,37,5.4,3,6,0,0,1,8.2,5.1,4.5,7.2,7.4,3.6
Data Scientist,Senior,7,3.8,Large (1001-5000),SaaS / Cloud,Hybrid,93654,43,5.6,28,4.9,2,15,1,1,1,7.4,4.7,4.3,7.2,6.0,9.4
Data Scientist,Junior,22,4.5,Mid (201-1000),SaaS / Cloud,On-site,43080,47,4.8,15,5.3,3,15,0,0,1,3.3,2.7,4.2,8.9,4.3,7.7
Backend Developer,Senior,11,0.6,Enterprise (5000+),Fintech,Remote,52197,46,4.8,58,5.9,2,25,1,0,1,7.2,5.4,2.1,5.7,6.8,3.2
Product Manager,Mid,17,3.1,Mid (201-1000),Healthcare Tech,Hybrid,76190,45,2.8,21,3.7,1,10,0,0,1,6.7,5.4,6.0,6.3,8.4,4.5
Software Engineer,Manager,5,1.4,Small (51-200),Cybersecurity,Hybrid,122528,50,4.3,13,6.5,3,18,1,0,0,6.8,5.6,4.4,5.2,3.0,5.4
Frontend Developer,Manager,12,0.1,Large (1001-5000),AI / ML Startup,Hybrid,124128,49,8.4,11,4.3,4,14,0,0,1,3.2,4.9,8.5,6.8,9.8,4.1
DevOps Engineer,Senior,13,3.1,Small (51-200),Gaming,Remote,92122,40,4.5,22,6.9,4,23,0,0,1,6.3,3.4,4.4,3.6,7.4,7.1
Data Scientist,Junior,8,3.3,Enterprise (5000+),Consulting,On-site,49332,39,3.9,23,6.3,5,25,0,0,1,7.6,4.1,2.5,8.0,8.8,3.1
Data Scientist,Manager,9,0.8,Mid (201-1000),SaaS / Cloud,Hybrid,134971,55,7.6,18,7.0,0,12,0,0,1,7.4,8.9,5.4,5.3,4.9,4.3
ML Engineer,Lead,13,3.5,Enterprise (5000+),Consulting,Hybrid,46947,48,7.3,54,5.1,4,16,0,0,1,4.9,7.7,4.2,5.6,3.0,7.3
Frontend Developer,Junior,13,0.3,Large (1001-5000),Fintech,Hybrid,40000,49,4.1,11,6.0,5,4,0,0,1,3.1,7.9,3.3,8.2,6.8,4.9
Cloud Engineer,Mid,5,2.1,Large (1001-5000),SaaS / Cloud,On-site,76314,42,2.0,10,4.9,7,18,0,0,0,5.9,7.3,3.2,5.4,6.2,7.7
Software Engineer,Mid,16,0.2,Small (51-200),Fintech,Remote,73237,46,3.2,10,6.7,0,16,1,0,1,5.1,4.9,3.2,5.0,7.0,3.8
Full Stack Developer,Senior,22,1.2,Startup (1-50),AI / ML Startup,Hybrid,82149,41,3.2,3,5.2,4,11,0,0,1,6.1,7.2,3.4,5.4,8.5,2.4
Software Engineer,Lead,5,5.1,Enterprise (5000+),SaaS / Cloud,Hybrid,173872,60,6.3,36,4.2,6,10,0,0,1,7.6,3.0,7.1,8.3,8.4,6.4
DevOps Engineer,Senior,10,1.6,Mid (201-1000),Consulting,Remote,108478,54,1.5,24,6.9,1,14,0,0,0,7.2,3.3,5.8,6.2,7.5,7.2
Backend Developer,Mid,21,7.3,Large (1001-5000),SaaS / Cloud,Hybrid,40000,42,4.0,27,6.2,4,6,1,0,1,7.4,5.9,2.1,3.5,7.6,3.0
Backend Developer,Manager,0,3.4,Mid (201-1000),SaaS / Cloud,Remote,105149,54,8.6,8,4.4,3,13,0,0,1,6.0,7.1,4.9,4.7,8.8,9.8
DevOps Engineer,Mid,6,2.3,Mid (201-1000),Fintech,Hybrid,108923,43,3.0,9,6.1,1,8,0,0,0,7.5,8.4,4.0,6.9,4.3,5.1
Data Scientist,Mid,14,4.5,Startup (1-50),SaaS / Cloud,On-site,105440,47,1.4,8,6.5,4,20,1,1,1,4.9,4.1,5.4,5.2,6.2,8.0
Full Stack Developer,Junior,21,0.3,Mid (201-1000),Cybersecurity,On-site,63947,43,4.1,29,3.7,2,17,0,0,1,6.4,7.3,3.0,5.7,6.1,1.0
ML Engineer,Mid,0,0.2,Small (51-200),SaaS / Cloud,Hybrid,40000,42,3.2,29,5.1,4,12,1,0,1,2.2,5.0,2.4,2.9,5.2,5.4
Data Scientist,Principal,8,1.7,Mid (201-1000),Cybersecurity,Hybrid,185373,54,2.2,6,5.9,2,12,1,1,1,6.3,7.2,5.0,6.5,5.7,3.5
Data Scientist,Senior,2,8.8,Large (1001-5000),Consulting,Hybrid,107717,47,0.4,10,5.1,6,4,0,0,1,4.1,7.3,4.4,4.6,5.3,5.8
Full Stack Developer,Mid,16,0.4,Large (1001-5000),Fintech,Remote,74754,49,3.1,18,6.6,1,17,0,0,1,3.7,1.8,5.9,4.7,7.0,8.1
Backend Developer,Senior,12,7.2,Small (51-200),Consulting,Remote,100145,56,2.4,23,6.0,1,24,0,0,0,2.9,2.3,6.3,4.0,3.4,10.0
Software Engineer,Mid,10,6.3,Enterprise (5000+),E-commerce,Remote,115864,57,3.4,25,6.3,4,19,0,0,1,5.7,3.3,5.0,5.5,9.6,4.6
Full Stack Developer,Lead,4,0.6,Small (51-200),Healthcare Tech,Hybrid,47702,50,6.7,6,5.5,3,6,0,0,1,5.1,2.7,6.1,6.4,4.0,5.8
Cloud Engineer,Lead,21,6.2,Large (1001-5000),AI / ML Startup,On-site,150171,46,7.7,17,5.9,4,17,0,0,1,6.8,2.7,6.6,9.2,7.5,6.5
Software Engineer,Mid,18,4.4,Small (51-200),Fintech,Hybrid,92601,41,4.9,21,7.5,3,15,1,1,0,7.0,4.0,7.3,2.0,6.7,4.9
Software Engineer,Junior,16,1.7,Large (1001-5000),Consulting,Remote,63109,40,1.2,25,5.8,5,10,1,1,1,1.0,4.8,3.6,5.6,7.3,8.2
Data Scientist,Junior,13,5.5,Enterprise (5000+),Cybersecurity,Remote,40000,52,4.1,31,4.7,4,10,0,0,1,3.9,3.9,5.5,4.2,5.4,5.7
Data Scientist,Senior,8,0.1,Large (1001-5000),Gaming,On-site,89263,44,1.2,13,6.4,0,4,0,0,1,1.1,4.0,4.6,7.9,7.4,8.4
ML Engineer,Lead,16,1.7,Mid (201-1000),Consulting,On-site,126483,58,6.1,15,5.8,2,24,0,0,1,8.9,4.1,5.3,3.8,7.6,4.5
Software Engineer,Junior,2,1.0,Startup (1-50),Cybersecurity,Hybrid,41011,47,3.8,7,7.2,5,25,0,0,1,4.0,4.8,4.7,4.9,4.0,2.0
Software Engineer,Manager,12,5.5,Startup (1-50),Fintech,Hybrid,108842,53,5.7,4,7.4,5,8,0,0,0,4.2,7.1,4.2,5.3,6.9,2.7
Data Analyst,Manager,0,2.4,Small (51-200),E-commerce,Hybrid,73016,61,6.1,11,6.7,3,0,1,1,1,3.2,4.6,6.0,7.4,7.4,4.3
DevOps Engineer,Senior,0,5.0,Enterprise (5000+),Consulting,Hybrid,75304,39,1.6,34,7.6,1,13,0,0,1,5.7,5.3,5.3,10.0,5.4,8.0
Product Manager,Junior,1,1.1,Mid (201-1000),Consulting,Hybrid,40000,49,2.4,15,5.8,5,9,0,0,1,7.4,4.4,3.7,10.0,8.4,5.3
DevOps Engineer,Mid,2,3.6,Large (1001-5000),Fintech,Remote,119647,55,2.3,18,5.7,5,15,1,1,1,5.5,3.1,6.7,5.7,7.2,7.1
Cloud Engineer,Principal,15,1.5,Large (1001-5000),Healthcare Tech,Hybrid,166501,60,1.6,21,6.3,2,20,1,1,1,7.7,2.8,3.7,8.7,4.7,5.8
ML Engineer,Lead,2,4.0,Mid (201-1000),Enterprise Software,Hybrid,143152,53,8.9,21,5.1,4,8,1,0,1,7.3,5.8,6.8,4.3,7.0,2.8
ML Engineer,Lead,12,0.1,Mid (201-1000),SaaS / Cloud,On-site,50943,49,6.5,22,7.1,0,17,0,0,0,5.3,3.9,3.1,7.3,6.9,5.7
Software Engineer,Senior,1,0.8,Enterprise (5000+),AI / ML Startup,Remote,117160,45,0.8,37,6.4,0,0,0,0,0,5.0,6.5,4.2,3.4,8.3,7.6
ML Engineer,Principal,10,0.3,Mid (201-1000),Enterprise Software,Remote,218969,53,2.9,5,4.6,7,18,0,0,1,4.1,6.2,4.5,3.7,5.8,8.4
Backend Developer,Junior,5,2.3,Large (1001-5000),Gaming,On-site,40000,48,1.8,26,6.7,3,15,0,0,0,5.7,4.4,2.6,5.9,8.4,4.8
Data Scientist,Senior,10,1.6,Startup (1-50),AI / ML Startup,Hybrid,135776,43,2.7,6,6.0,6,13,0,0,1,6.4,7.0,7.4,2.7,6.5,2.3
Software Engineer,Senior,8,0.5,Large (1001-5000),Consulting,Remote,101504,42,3.8,29,7.3,5,11,1,0,1,4.6,5.0,9.8,6.0,5.1,6.3
Software Engineer,Junior,7,2.0,Startup (1-50),SaaS / Cloud,Hybrid,40000,39,2.2,5,4.7,2,12,0,0,1,3.0,6.3,7.1,3.0,1.0,4.2
Backend Developer,Senior,1,1.0,Small (51-200),Cybersecurity,On-site,135305,52,3.5,27,4.8,3,14,0,0,1,9.1,8.4,4.2,2.9,4.5,8.3
Product Manager,Junior,0,0.9,Large (1001-5000),Fintech,Remote,40000,49,2.0,12,5.2,2,4,0,0,1,3.8,6.7,5.9,2.2,8.7,4.0
Product Manager,Junior,11,0.2,Small (51-200),AI / ML Startup,Remote,40000,43,4.3,11,7.3,2,12,0,0,0,8.0,5.0,6.3,7.5,9.0,6.9
Backend Developer,Lead,14,2.5,Enterprise (5000+),Consulting,Remote,46465,52,7.3,21,7.3,0,17,1,1,1,6.4,4.0,6.5,4.3,6.6,10.0
Full Stack Developer,Senior,18,2.7,Startup (1-50),E-commerce,Remote,80981,45,0.7,7,6.5,5,4,0,0,0,7.3,3.7,1.2,4.7,8.1,6.4
Cybersecurity Engineer,Senior,8,7.1,Mid (201-1000),Consulting,Hybrid,101453,43,1.5,10,7.6,5,12,0,0,1,4.3,7.2,8.9,6.5,7.7,6.4
Frontend Developer,Manager,11,0.2,Startup (1-50),SaaS / Cloud,Hybrid,134921,48,5.2,6,6.0,0,10,0,0,1,3.6,3.1,6.8,3.8,9.1,4.8
Data Analyst,Senior,1,5.6,Enterprise (5000+),SaaS / Cloud,Remote,76266,45,1.8,27,8.1,4,11,0,0,0,4.5,6.4,8.4,5.4,8.9,5.7
Software Engineer,Mid,2,8.3,Mid (201-1000),Gaming,Hybrid,40000,47,5.4,16,7.8,7,16,1,1,1,4.3,6.8,5.5,2.3,6.7,8.2
QA Engineer,Principal,5,10.0,Small (51-200),Fintech,On-site,98193,51,2.8,8,7.2,3,13,1,0,1,3.2,7.0,6.7,3.7,7.1,7.0
Data Scientist,Mid,9,2.3,Mid (201-1000),Social Media / AdTech,On-site,99620,49,4.9,10,7.1,3,9,0,0,1,7.5,7.5,5.0,3.6,4.9,6.0
Frontend Developer,Senior,6,1.5,Small (51-200),SaaS / Cloud,Hybrid,40000,47,2.3,11,4.7,4,10,0,0,1,3.7,4.9,3.6,8.8,7.6,2.7
Frontend Developer,Senior,9,1.1,Mid (201-1000),Fintech,Hybrid,102542,46,3.9,7,7.2,2,0,1,0,1,6.9,6.7,1.0,9.9,7.5,7.4
Cybersecurity Engineer,Senior,0,1.3,Mid (201-1000),SaaS / Cloud,Remote,40000,46,4.2,20,6.0,0,10,1,0,1,4.9,5.2,7.6,5.9,7.8,6.5
Data Scientist,Principal,10,1.7,Mid (201-1000),SaaS / Cloud,Hybrid,53641,54,4.4,28,6.8,6,26,1,0,1,5.8,8.5,5.2,4.2,6.7,4.7
Backend Developer,Mid,20,0.4,Mid (201-1000),SaaS / Cloud,Hybrid,86358,39,6.4,22,5.1,1,16,0,0,1,5.3,7.3,5.3,7.3,8.2,7.3
Full Stack Developer,Senior,1,2.5,Mid (201-1000),Gaming,Hybrid,92635,38,3.4,6,7.8,5,15,0,0,1,7.4,7.8,4.1,3.3,7.8,4.8
Software Engineer,Junior,14,4.0,Enterprise (5000+),AI / ML Startup,Remote,56790,46,4.6,30,6.6,7,6,1,0,0,4.2,4.4,6.9,6.1,7.4,5.7
ML Engineer,Mid,15,1.6,Enterprise (5000+),Cybersecurity,Remote,89723,53,1.3,26,8.2,7,10,0,0,1,7.1,4.2,4.3,3.6,6.6,7.2
Data Scientist,Senior,2,0.4,Large (1001-5000),SaaS / Cloud,On-site,121994,53,4.5,28,6.7,0,9,0,0,1,5.6,5.0,5.6,3.2,4.8,4.6
DevOps Engineer,Junior,11,0.5,Mid (201-1000),E-commerce,Hybrid,70638,54,2.7,14,5.8,1,11,0,0,0,5.1,6.7,5.9,7.1,10.0,10.0
Product Manager,Mid,0,6.5,Enterprise (5000+),E-commerce,On-site,113108,48,4.8,51,5.5,4,13,0,0,1,7.3,3.5,5.0,5.1,6.9,8.3
Software Engineer,Senior,10,2.5,Startup (1-50),Fintech,Hybrid,107731,44,5.3,5,5.1,4,9,0,0,1,7.6,7.0,5.6,2.3,7.8,5.5
Software Engineer,Lead,7,2.0,Mid (201-1000),SaaS / Cloud,On-site,135002,52,4.4,10,5.6,4,6,0,0,0,8.0,6.7,4.7,6.8,7.3,1.7
ML Engineer,Mid,1,1.0,Mid (201-1000),Fintech,On-site,40558,41,2.4,5,6.9,4,6,0,0,1,5.3,8.2,3.0,6.2,8.5,2.0
Data Scientist,Mid,11,1.0,Startup (1-50),Consulting,On-site,104438,47,1.5,8,5.6,7,0,0,0,1,6.9,6.0,4.8,6.2,4.1,7.9
Product Manager,Senior,9,0.1,Small (51-200),E-commerce,On-site,145315,46,4.9,16,6.4,0,6,0,0,0,4.9,3.0,5.2,6.8,4.4,6.8
DevOps Engineer,Manager,1,3.0,Startup (1-50),Enterprise Software,Hybrid,40000,51,5.4,7,5.5,6,19,0,0,0,8.6,5.0,2.6,4.5,3.2,7.7
Product Manager,Lead,0,1.6,Mid (201-1000),Gaming,Remote,113746,47,6.1,21,5.0,6,12,0,0,1,4.5,3.9,7.2,1.7,6.8,5.9
Software Engineer,Junior,3,1.1,Large (1001-5000),SaaS / Cloud,On-site,45544,49,3.4,16,5.7,4,10,1,0,1,3.5,6.0,1.3,4.4,3.4,5.7
Data Analyst,Junior,8,1.5,Startup (1-50),AI / ML Startup,Hybrid,40045,36,1.9,4,5.7,0,13,0,0,1,7.6,6.3,4.6,5.3,5.9,5.7
Product Manager,Senior,8,0.2,Mid (201-1000),SaaS / Cloud,Remote,42688,50,1.0,6,5.8,5,13,0,0,0,6.6,5.3,5.4,2.3,2.9,7.5
Software Engineer,Senior,22,0.7,Mid (201-1000),Cybersecurity,Remote,99075,40,4.3,6,7.3,4,20,1,1,1,5.6,5.5,7.4,4.8,9.3,5.3
Cybersecurity Engineer,Mid,0,1.2,Mid (201-1000),Social Media / AdTech,Hybrid,78965,44,5.5,9,7.2,5,19,1,1,1,4.0,6.4,4.2,5.2,8.6,6.6
Frontend Developer,Lead,7,2.2,Mid (201-1000),SaaS / Cloud,Remote,40079,46,7.2,26,5.7,2,21,1,0,1,5.8,7.2,4.4,2.3,5.8,3.6
DevOps Engineer,Principal,11,1.7,Small (51-200),Fintech,Remote,170826,57,4.5,25,7.6,2,4,0,0,1,7.1,6.2,6.2,3.0,4.9,7.0
DevOps Engineer,Mid,10,1.6,Mid (201-1000),Healthcare Tech,Remote,108919,55,3.8,23,7.7,5,23,0,0,0,5.6,4.5,4.3,6.1,6.0,5.5
Product Manager,Mid,9,3.9,Startup (1-50),Cybersecurity,Hybrid,70223,36,5.2,7,7.5,1,18,1,1,1,7.1,5.2,9.0,5.5,3.7,3.2
Frontend Developer,Mid,4,3.5,Startup (1-50),SaaS / Cloud,Hybrid,67074,35,2.3,6,4.8,1,12,0,0,0,7.4,7.6,3.1,5.4,4.0,7.3
Cybersecurity Engineer,Senior,19,3.3,Startup (1-50),Enterprise Software,Hybrid,40000,41,2.1,5,5.1,4,19,0,0,1,6.0,4.0,1.5,8.1,7.8,2.7
Frontend Developer,Senior,15,0.3,Startup (1-50),Fintech,Hybrid,107963,43,3.8,8,6.5,3,7,0,0,1,4.6,3.5,5.8,4.8,7.5,6.3
DevOps Engineer,Mid,6,0.7,Large (1001-5000),Social Media / AdTech,Remote,73991,56,4.5,9,6.4,3,12,0,0,1,7.2,5.8,5.6,4.8,7.4,4.2
Software Engineer,Junior,5,5.3,Large (1001-5000),AI / ML Startup,Remote,79080,43,6.1,24,6.7,6,13,1,1,1,5.9,5.5,3.7,4.5,7.3,8.5
Frontend Developer,Senior,13,0.1,Enterprise (5000+),Fintech,Remote,81903,35,2.3,35,5.6,4,12,0,0,1,7.5,1.0,6.1,8.7,4.3,5.4
